
 Lista de Imóveis da Caixa;;Data de geração:;19/05/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787717234766 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;RUA 43, N. S/N, Apto 202, QD 31, LT 593 ;73.090,63;126.176,46;42.08;Não;Apartamento, 68.90 de área total, 51.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717234766
 8444430421215 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AGUAS LINDAS ;QUADRA 02, N. SN, CS 03 PARTE LT 22-A1 RUA 02 ;72.988,41;126.000,00;42.08;Não;Casa, 200.00 de área total, 64.66 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430421215
 8444409086690 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;QUADA 54 LOTE 1403, N. SN, CS 05 ;86.412,42;149.000,00;42.01;Não;Casa, 61.11 de área total, 61.11 de área privativa, 150.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409086690
 8444435715527 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;RUA RIO VERDE, N. SN, LT 01 QD 96 ;145.422,32;250.000,00;41.84;Sim;Casa, 75.28 de área total, 75.28 de área privativa, 72.67 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435715527
 8444414942087 ;GO ;AGUAS LINDAS DE GOIAS ;RES SANTA LUCIA ;QUADRA 00, N. SN, CS C, LT 17, RUA EUCALIPITO ;83.721,21;143.000,00;41.46;Não;Casa, 133.93 de área total, 67.27 de área privativa, 133.84 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414942087
 8444422349209 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM ;RUA TOCANTINS, N. SN, Apto 202, LT AV3-A2-A, ST 10 ;85.770,33;146.500,00;41.46;Não;Apartamento, 0.00 de área total, 53.75 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422349209
 8444424301572 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 08 ;QUADRA 22, N. SN, Apto 202, BL B LT 24 ;87.819,45;150.000,00;41.46;Não;Apartamento, 68.28 de área total, 51.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424301572
 8444436876346 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 08 ;QD 29 CJ B, N. S/N, Apto 102, AVENIDA 01 LT 24A ;82.103,79;140.237,36;41.46;Não;Apartamento, 68.55 de área total, 55.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436876346
 8444424549515 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 02 ;QUADRA 37 CONJUNTO A, N. SN, Apto 202, LT 35 VG 06 RUA 08 ;90.746,77;155.000,00;41.46;Não;Apartamento, 54.62 de área total, 54.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424549515
 8787701848255 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 02 ;QUADRA 42, N. SN, Apto 111, LT 42 RUA ARAGUAIA VAGA 21 ;85.184,87;145.500,00;41.46;Não;Apartamento, 49.92 de área total, 47.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701848255
 8444425564577 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 03 ;QD 26 CJ B ST 03 LT 36, N. SN, Apto 101, ;83.721,21;143.000,00;41.46;Não;Apartamento, 71.06 de área total, 62.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425564577
 8444422371018 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;RUA 32A, N. SN, QD 64, CJ A, SOBRADO 10, LT04 ;90.746,77;155.000,00;41.46;Não;Sobrado, 72.30 de área total, 72.30 de área privativa, 91.17 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422371018
 8444423334256 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;RUA 13, N. SN, Apto 201, QD 58, LT 10-C, CJ A ;84.892,14;145.000,00;41.46;Não;Apartamento, 58.66 de área total, 58.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423334256
 8444425295444 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QUADRA 82 CONJUNTO A, N. SN, Apto 102, LT 02 RUA 06A ;89.575,84;153.000,00;41.46;Não;Apartamento, 85.81 de área total, 51.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425295444
 8444426498004 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 12 ;QD 75 CJ A ST 12, N. S/Nº, Apto 303, LT 14 RUA 33 ;87.819,45;150.000,00;41.46;Não;Apartamento, 54.43 de área total, 54.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426498004
 8444410364038 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES IMPERATRIZ ;QUADRA  8, N. SN, CS C  LT 06 FRENTE COM A RUA 33-A ;82.550,28;141.000,00;41.46;Não;Casa, 64.45 de área total, 64.45 de área privativa, 155.16 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410364038
 8555519267217 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES IMPERATRIZ ;QUADRA 04, N. SN, LT 07-A2 - RUA AR 4 ;88.404,91;151.000,00;41.46;Não;Casa, 66.50 de área total, 66.50 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555519267217
 8444402792379 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 07 ;QUADRA 56, N. S/N, LT 20A, CASA 02 ;84.892,14;145.000,00;41.46;Não;Casa, 59.01 de área total, 59.01 de área privativa, 179.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402792379
 8444423802411 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;QUADRA 10, N. SN, Apto 201, LT 25, CJ A, ST 05, RUA 1 ;90.161,30;154.000,00;41.46;Não;Apartamento, 97.47 de área total, 63.89 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423802411
 8444435388917 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;RUA 01, N. SN, Apto 203, LT 03 QD 10 CJ A SETOR 05 ;82.843,01;141.500,00;41.46;Não;Apartamento, 79.92 de área total, 50.54 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435388917
 8787712306319 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 05 ;QUADRA 11 CONJUNTO A, N. SN, Apto 101, AVENIDA 02 BL A LT 27 C ;86.063,06;147.000,00;41.46;Não;Apartamento, 58.02 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712306319
 8444423122801 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;RUA 04, N. SN, Apto 101, LOTE 10 DA QUADRA 109 ;90.746,77;155.000,00;41.46;Não;Apartamento, 58.04 de área total, 79.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423122801
 8444427182906 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;QUADRA 96, N. SN, Apto 201, LOTE 07 ;89.575,84;153.000,00;41.46;Não;Apartamento, 90.96 de área total, 58.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427182906
 8787710044457 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;RUA 11, N. SN, Apto 4, BL 05, QD 109, LT 18/33 ;84.423,76;144.200,00;41.46;Não;Apartamento, 72.74 de área total, 40.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710044457
 8444424307783 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;QUADRA 51 CONJUNTO A SETOR 01, N. SN, Apto 104, LT 09  VG 04 ;87.819,45;150.000,00;41.46;Não;Apartamento, 72.67 de área total, 60.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424307783
 8444434788350 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM GUAIRA II ;RUA BELEM, N. SN, Apto 301, LT 22 QD 42 ;90.746,77;155.000,00;41.46;Não;Apartamento, 70.84 de área total, 47.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434788350
 8444426341253 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;QUADRA 6 (RUA H), N. SN, Apto 102, LT 1/4E TERREO CONJUNTO B ;81.964,82;140.000,00;41.46;Não;Apartamento, 94.87 de área total, 58.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426341253
 8444427847096 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;QUADRA 5 CONJUNTO A, N. SN, Apto 104, LT 22 AVENIDA PERIMETRAL II ;89.575,84;153.000,00;41.46;Não;Apartamento, 63.99 de área total, 49.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427847096
 8444428237160 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;QUADRA 5 CONJUNTO B, N. SN, Apto 202,  LT 36, COMJUNTO B, RUA PRATA ;87.819,45;150.000,00;41.46;Não;Apartamento, 54.34 de área total, 54.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428237160
 8444434152545 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 06 ;QUADRA 6, N. SN, Apto 201, LT 28 CONJUNTO A SETOR 06 ;87.537,02;149.517,60;41.46;Não;Apartamento, 67.81 de área total, 59.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434152545
 8444427098549 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES AGUAS LINDAS ;AVENIDA SALVADOR, N. SN, Apto 202, LT 30 QD 06 ;87.233,99;149.000,00;41.46;Não;Apartamento, 86.03 de área total, 58.97 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427098549
 8444402485107 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 4, N. 408, LT 08-C CASA 05 ;81.964,82;140.000,00;41.46;Não;Casa, 0.00 de área total, 57.29 de área privativa, 150.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402485107
 8444417434953 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 9, N. SN, Apto 202, LT 03-E QD B-09 VG 04 ;81.455,67;139.130,34;41.46;Não;Apartamento, 109.82 de área total, 66.27 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417434953
 8444421494612 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 8, N. SN, Apto 103, LT 10A-01, QD B-08, RUA 14 ;81.379,36;139.000,00;41.46;Não;Apartamento, 98.61 de área total, 54.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421494612
 8444423529286 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 22, N. SN, Apto 105, LT 15, QD B-22, ;85.184,87;145.500,00;41.46;Não;Apartamento, 141.27 de área total, 61.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423529286
 8444428977660 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 6, N. S/N, Apto 004,  BLF, LT5/7, RUA 08 ;89.667,23;153.156,10;41.46;Não;Apartamento, 77.10 de área total, 61.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428977660
 8787704073106 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 05, N. SN, Apto 02, BL A LT 04 RUA 08 VG 02 ;84.892,14;145.000,00;41.46;Não;Apartamento, 52.21 de área total, 52.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704073106
 8787707173675 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 05 LOTE 03 RUA 04, N. SN, Apto 101, BL A ;81.964,82;140.000,00;41.46;Não;Apartamento, 0.00 de área total, 52.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707173675
 8787715449544 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;RUA 8, N. SN, Apto 401, TORRE 08, LT 01, QD B-07 ;90.746,77;155.000,00;41.46;Não;Apartamento, 45.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715449544
 8787716080072 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;RUA 8, N. SN, Apto 404, TORRE 11, LT 01, QD B 07 ;90.746,77;155.000,00;41.46;Não;Apartamento, 45.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716080072
 8444417960450 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;4 AVENIDA, N. SN, Apto 102, QD A-32 LT 16-A PAV 01 ;90.278,39;154.200,00;41.46;Não;Apartamento, 133.51 de área total, 76.35 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417960450
 8444425395643 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;QUADRA A-01, N. SN, Apto 402, LT 14 2ª AVENIDA ;83.135,75;142.000,00;41.46;Não;Apartamento, 83.69 de área total, 55.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425395643
 8787714189280 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;RUA 11, N. SN, Apto 403, LT 07, QD A33, TORRE 04 ;81.964,82;140.000,00;41.46;Não;Apartamento, 46.22 de área total, 46.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714189280
 8787714476564 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;QUADRA QA 33, N. S/N, Apto 404, QD QA33 LT 07 TORRE 02 VG 32 ;84.306,67;144.000,00;41.46;Não;Apartamento, 46.22 de área total, 46.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714476564
 8555506717979 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;RUA 02, N. SN, LOTE 59-C ;87.227,92;148.989,66;41.46;Não;Casa, 0.00 de área total, 69.36 de área privativa, 312.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506717979
 8787711721100 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA GOIAS, N. SN, Apto 301, LT 83 A BL E ;86.648,52;148.000,00;41.46;Não;Apartamento, 55.11 de área total, 55.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711721100
 8787714875540 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA GOIAS LT 83 A, N. SN, Apto 103, BL I ;90.746,77;155.000,00;41.46;Não;Apartamento, 59.97 de área total, 59.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714875540
 8787715860902 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA VARSOVIA, N. SN, Apto 403, TORRE 03, LT 47-A ;90.746,77;155.000,00;41.46;Não;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715860902
 8787716513173 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA VARSOVIA, N. SN, Apto 401, TORRE 04, LT 47-A ;90.746,77;155.000,00;41.46;Não;Apartamento, 45.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716513173
 8787716933423 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA VARSOVIA, N. SN, Apto 203, TORRE 04, LT 47-A ;90.746,77;155.000,00;41.46;Não;Apartamento, 45.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716933423
 8444428318291 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM I ;QD 04, N. S/Nº, Apto 201, LT 28 RUA 04 ;86.648,52;148.000,00;41.46;Não;Apartamento, 63.15 de área total, 63.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428318291
 8444428469311 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM I ; QUADRA 01-B, N. SN, Apto 301, RUA 01 E RUA 02 ;89.575,84;153.000,00;41.46;Não;Apartamento, 58.06 de área total, 49.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428469311
 8444424006058 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;QUADRA C25, N. SN, Apto 101, LT 23 RUA 26 ;89.868,57;153.500,00;41.46;Não;Apartamento, 73.03 de área total, 60.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424006058
 8444426441134 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ; QUADRA C34, N. SN, Apto 101, LT17 ;89.575,84;153.000,00;41.46;Não;Apartamento, 72.59 de área total, 62.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426441134
 8444424210801 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES ILHA BELA ;RUA 11, N. SN, CASA 1 LOTE 11 DA QUADRA 05 ;85.038,50;145.250,00;41.46;Não;Casa, 208.12 de área total, 69.90 de área privativa, 150.04 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424210801
 8444428607595 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM BRASILIA II ;QUADRA 38, N. SN, Apto 103, TÉRREO LT 01 RUA COSTA RICA ;84.306,67;144.000,00;41.46;Não;Apartamento, 87.84 de área total, 53.49 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428607595
 8444427893195 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM III ;QD 03, N. S/N, Apto 201, LT 26 RUA 02 ;87.380,35;149.250,00;41.46;Não;Apartamento, 78.51 de área total, 51.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427893195
 8444418200239 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;QUADRA 29, N. SN, Apto 103, LT 22 VIA DE ACESSO ;84.892,14;145.000,00;41.46;Não;Apartamento, 95.90 de área total, 66.10 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418200239
